dex,name,generation,types,abilities,hp,attack,defense,sp_atk,sp_def,speed,base_total,is_legendary,height,weight,base_experience
573,cinccino,5,normal,cute-charm; technician; skill-link,75,95,60,65,60,115,470,False,5,75,165
574,gothita,5,psychic,frisk; competitive; shadow-tag,45,30,50,55,65,45,290,False,4,58,58
575,gothorita,5,psychic,frisk; competitive; shadow-tag,60,45,70,75,85,55,390,False,7,180,137
576,gothitelle,5,psychic,frisk; competitive; shadow-tag,70,55,95,95,110,65,490,False,15,440,221
577,solosis,5,psychic,overcoat; magic-guard; regenerator,45,30,40,105,50,20,290,False,3,10,58
578,duosion,5,psychic,overcoat; magic-guard; regenerator,65,40,50,125,60,30,370,False,6,80,130
579,reuniclus,5,psychic,overcoat; magic-guard; regenerator,110,65,75,125,85,30,490,False,10,201,221
580,ducklett,5,"water, flying",keen-eye; big-pecks; hydration,62,44,50,44,50,55,305,False,5,55,61
581,swanna,5,"water, flying",keen-eye; big-pecks; hydration,75,87,63,87,63,98,473,False,13,242,166
582,vanillite,5,ice,ice-body; snow-cloak; weak-armor,36,50,50,65,60,44,305,False,4,57,61
583,vanillish,5,ice,ice-body; snow-cloak; weak-armor,51,65,65,80,75,59,395,False,11,410,138
584,vanilluxe,5,ice,ice-body; snow-warning; weak-armor,71,95,85,110,95,79,535,False,13,575,241
585,deerling,5,"normal, grass",chlorophyll; sap-sipper; serene-grace,60,60,50,40,50,75,335,False,6,195,67
586,sawsbuck,5,"normal, grass",chlorophyll; sap-sipper; serene-grace,80,100,70,60,70,95,475,False,19,925,166
587,emolga,5,"electric, flying",static; motor-drive,55,75,60,75,60,103,428,False,4,50,150
588,karrablast,5,bug,swarm; shed-skin; no-guard,50,75,45,40,45,60,315,False,5,59,63
589,escavalier,5,"bug, steel",swarm; shell-armor; overcoat,70,135,105,60,105,20,495,False,10,330,173
590,foongus,5,"grass, poison",effect-spore; regenerator,69,55,45,55,55,15,294,False,2,10,59
591,amoonguss,5,"grass, poison",effect-spore; regenerator,114,85,70,85,80,30,464,False,6,105,162
592,frillish,5,"water, ghost",water-absorb; cursed-body; damp,55,40,50,65,85,40,335,False,12,330,67
593,jellicent,5,"water, ghost",water-absorb; cursed-body; damp,100,60,70,85,105,60,480,False,22,1350,168
594,alomomola,5,water,healer; hydration; regenerator,165,75,80,40,45,65,470,False,12,316,165
595,joltik,5,"bug, electric",compound-eyes; unnerve; swarm,50,47,50,57,50,65,319,False,1,6,64
596,galvantula,5,"bug, electric",compound-eyes; unnerve; swarm,70,77,60,97,60,108,472,False,8,143,165
597,ferroseed,5,"grass, steel",iron-barbs,44,50,91,24,86,10,305,False,6,188,61
598,ferrothorn,5,"grass, steel",iron-barbs; anticipation,74,94,131,54,116,20,489,False,10,1100,171
599,klink,5,steel,plus; minus; clear-body,40,55,70,45,60,30,300,False,3,210,60
600,klang,5,steel,plus; minus; clear-body,60,80,95,70,85,50,440,False,6,510,154
601,klinklang,5,steel,plus; minus; clear-body,60,100,115,70,85,90,520,False,6,810,234
602,tynamo,5,electric,levitate,35,55,40,45,40,60,275,False,2,3,55
603,eelektrik,5,electric,levitate,65,85,70,75,70,40,405,False,12,220,142
604,eelektross,5,electric,levitate,85,115,80,105,80,50,515,False,21,805,232
605,elgyem,5,psychic,telepathy; synchronize; analytic,55,55,55,85,55,30,335,False,5,90,67
606,beheeyem,5,psychic,telepathy; synchronize; analytic,75,75,75,125,95,40,485,False,10,345,170
607,litwick,5,"ghost, fire",flash-fire; flame-body; infiltrator,50,30,55,65,55,20,275,False,3,31,55
608,lampent,5,"ghost, fire",flash-fire; flame-body; infiltrator,60,40,60,95,60,55,370,False,6,130,130
609,chandelure,5,"ghost, fire",flash-fire; flame-body; infiltrator,60,55,90,145,90,80,520,False,10,343,234
610,axew,5,dragon,rivalry; mold-breaker; unnerve,46,87,60,30,40,57,320,False,6,180,64
611,fraxure,5,dragon,rivalry; mold-breaker; unnerve,66,117,70,40,50,67,410,False,10,360,144
612,haxorus,5,dragon,rivalry; mold-breaker; unnerve,76,147,90,60,70,97,540,False,18,1055,243
613,cubchoo,5,ice,snow-cloak; slush-rush; rattled,55,70,40,60,40,40,305,False,5,85,61
614,beartic,5,ice,snow-cloak; slush-rush; swift-swim,95,130,80,70,80,50,505,False,26,2600,177
615,cryogonal,5,ice,levitate,80,50,50,95,135,105,515,False,11,1480,180
616,shelmet,5,bug,hydration; shell-armor; overcoat,50,40,85,40,65,25,305,False,4,77,61
617,accelgor,5,bug,hydration; sticky-hold; unburden,80,70,40,100,60,145,495,False,8,253,173
618,stunfisk,5,"ground, electric",static; limber; sand-veil,109,66,84,81,99,32,471,False,7,110,165
619,mienfoo,5,fighting,inner-focus; regenerator; reckless,45,85,50,55,50,65,350,False,9,200,70
620,mienshao,5,fighting,inner-focus; regenerator; reckless,65,125,60,95,60,105,510,False,14,355,179
621,druddigon,5,dragon,rough-skin; sheer-force; mold-breaker,77,120,90,60,90,48,485,False,16,1390,170
622,golett,5,"ground, ghost",iron-fist; klutz; no-guard,59,74,50,35,50,35,303,False,10,920,61
623,golurk,5,"ground, ghost",iron-fist; klutz; no-guard,89,124,80,55,80,55,483,False,28,3300,169
624,pawniard,5,"dark, steel",defiant; inner-focus; pressure,45,85,70,40,40,60,340,False,5,102,68
625,bisharp,5,"dark, steel",defiant; inner-focus; pressure,65,125,100,60,70,70,490,False,16,700,172
626,bouffalant,5,normal,reckless; sap-sipper; soundproof,95,110,95,40,95,55,490,False,16,946,172
627,rufflet,5,"normal, flying",keen-eye; sheer-force; hustle,70,83,50,37,50,60,350,False,5,105,70
628,braviary,5,"normal, flying",keen-eye; sheer-force; defiant,100,123,75,57,75,80,510,False,15,410,179
629,vullaby,5,"dark, flying",big-pecks; overcoat; weak-armor,70,55,75,45,65,60,370,False,5,90,74
630,mandibuzz,5,"dark, flying",big-pecks; overcoat; weak-armor,110,65,105,55,95,80,510,False,12,395,179
631,heatmor,5,fire,gluttony; flash-fire; white-smoke,85,97,66,105,66,65,484,False,14,580,169
632,durant,5,"bug, steel",swarm; hustle; truant,58,109,112,48,48,109,484,False,3,330,169
633,deino,5,"dark, dragon",hustle,52,65,50,45,50,38,300,False,8,173,60
634,zweilous,5,"dark, dragon",hustle,72,85,70,65,70,58,420,False,14,500,147
635,hydreigon,5,"dark, dragon",levitate,92,105,90,125,90,98,600,False,18,1600,270
636,larvesta,5,"bug, fire",flame-body; swarm,55,85,55,50,55,60,360,False,11,288,72
637,volcarona,5,"bug, fire",flame-body; swarm,85,60,65,135,105,100,550,False,16,460,248
638,cobalion,5,"steel, fighting",justified,91,90,129,90,72,108,580,True,21,2500,261
639,terrakion,5,"rock, fighting",justified,91,129,90,72,90,108,580,True,19,2600,261
640,virizion,5,"grass, fighting",justified,91,90,72,90,129,108,580,True,20,2000,261
641,tornadus-incarnate,5,flying,prankster; defiant,79,115,70,125,80,111,580,True,15,630,261
642,thundurus-incarnate,5,"electric, flying",prankster; defiant,79,115,70,125,80,111,580,True,15,610,261
643,reshiram,5,"dragon, fire",turboblaze,100,120,100,150,120,90,680,True,32,3300,306
644,zekrom,5,"dragon, electric",teravolt,100,150,120,120,100,90,680,True,29,3450,306
645,landorus-incarnate,5,"ground, flying",sand-force; sheer-force,89,125,90,115,80,101,600,True,15,680,270
646,kyurem,5,"dragon, ice",pressure,125,130,90,130,90,95,660,True,30,3250,297
647,keldeo-ordinary,5,"water, fighting",justified,91,72,90,129,90,108,580,False,14,485,261
648,meloetta-aria,5,"normal, psychic",serene-grace,100,77,77,128,128,90,600,False,6,65,270
649,genesect,5,"bug, steel",download,71,120,95,120,95,99,600,False,15,825,270
650,chespin,6,grass,overgrow; bulletproof,56,61,65,48,45,38,313,False,4,90,63
651,quilladin,6,grass,overgrow; bulletproof,61,78,95,56,58,57,405,False,7,290,142
652,chesnaught,6,"grass, fighting",overgrow; bulletproof,88,107,122,74,75,64,530,False,16,900,239
653,fennekin,6,fire,blaze; magician,40,45,40,62,60,60,307,False,4,94,61
654,braixen,6,fire,blaze; magician,59,59,58,90,70,73,409,False,10,145,143
655,delphox,6,"fire, psychic",blaze; magician,75,69,72,114,100,104,534,False,15,390,240
656,froakie,6,water,torrent; protean,41,56,40,62,44,71,314,False,3,70,63
657,frogadier,6,water,torrent; protean,54,63,52,83,56,97,405,False,6,109,142
658,greninja,6,"water, dark",torrent; protean,72,95,67,103,71,122,530,False,15,400,239
659,bunnelby,6,normal,pickup; cheek-pouch; huge-power,38,36,38,32,36,57,237,False,4,50,47
660,diggersby,6,"normal, ground",pickup; cheek-pouch; huge-power,85,56,77,50,77,78,423,False,10,424,148
661,fletchling,6,"normal, flying",big-pecks; gale-wings,45,50,43,40,38,62,278,False,3,17,56
662,fletchinder,6,"fire, flying",flame-body; gale-wings,62,73,55,56,52,84,382,False,7,160,134
663,talonflame,6,"fire, flying",flame-body; gale-wings,78,81,71,74,69,126,499,False,12,245,175
664,scatterbug,6,bug,shield-dust; compound-eyes; friend-guard,38,35,40,27,25,35,200,False,3,25,40
665,spewpa,6,bug,shed-skin; friend-guard,45,22,60,27,30,29,213,False,3,84,75
666,vivillon,6,"bug, flying",shield-dust; compound-eyes; friend-guard,80,52,50,90,50,89,411,False,12,170,185
667,litleo,6,"fire, normal",rivalry; unnerve; moxie,62,50,58,73,54,72,369,False,6,135,74
668,pyroar,6,"fire, normal",rivalry; unnerve; moxie,86,68,72,109,66,106,507,False,15,815,177
669,flabebe,6,fairy,flower-veil; symbiosis,44,38,39,61,79,42,303,False,1,1,61
670,floette,6,fairy,flower-veil; symbiosis,54,45,47,75,98,52,371,False,2,9,130
671,florges,6,fairy,flower-veil; symbiosis,78,65,68,112,154,75,552,False,11,100,248
672,skiddo,6,grass,sap-sipper; grass-pelt,66,65,48,62,57,52,350,False,9,310,70
673,gogoat,6,grass,sap-sipper; grass-pelt,123,100,62,97,81,68,531,False,17,910,186
674,pancham,6,fighting,iron-fist; mold-breaker; scrappy,67,82,62,46,48,43,348,False,6,80,70
675,pangoro,6,"fighting, dark",iron-fist; mold-breaker; scrappy,95,124,78,69,71,58,495,False,21,1360,173
676,furfrou,6,normal,fur-coat,75,80,60,65,90,102,472,False,12,280,165
677,espurr,6,psychic,keen-eye; infiltrator; own-tempo,62,48,54,63,60,68,355,False,3,35,71
678,meowstic-male,6,psychic,keen-eye; infiltrator; prankster,74,48,76,83,81,104,466,False,6,85,163
679,honedge,6,"steel, ghost",no-guard,45,80,100,35,37,28,325,False,8,20,65
680,doublade,6,"steel, ghost",no-guard,59,110,150,45,49,35,448,False,8,45,157
681,aegislash-shield,6,"steel, ghost",stance-change,60,50,140,50,140,60,500,False,17,530,234
682,spritzee,6,fairy,healer; aroma-veil,78,52,60,63,65,23,341,False,2,5,68
683,aromatisse,6,fairy,healer; aroma-veil,101,72,72,99,89,29,462,False,8,155,162
684,swirlix,6,fairy,sweet-veil; unburden,62,48,66,59,57,49,341,False,4,35,68
685,slurpuff,6,fairy,sweet-veil; unburden,82,80,86,85,75,72,480,False,8,50,168
686,inkay,6,"dark, psychic",contrary; suction-cups; infiltrator,53,54,53,37,46,45,288,False,4,35,58
687,malamar,6,"dark, psychic",contrary; suction-cups; infiltrator,86,92,88,68,75,73,482,False,15,470,169
688,binacle,6,"rock, water",tough-claws; sniper; pickpocket,42,52,67,39,56,50,306,False,5,310,61
689,barbaracle,6,"rock, water",tough-claws; sniper; pickpocket,72,105,115,54,86,68,500,False,13,960,175
690,skrelp,6,"poison, water",poison-point; poison-touch; adaptability,50,60,60,60,60,30,320,False,5,73,64
691,dragalge,6,"poison, dragon",poison-point; poison-touch; adaptability,65,75,90,97,123,44,494,False,18,815,173
692,clauncher,6,water,mega-launcher,50,53,62,58,63,44,330,False,5,83,66
693,clawitzer,6,water,mega-launcher,71,73,88,120,89,59,500,False,13,353,100
694,helioptile,6,"electric, normal",dry-skin; sand-veil; solar-power,44,38,33,61,43,70,289,False,5,60,58
695,heliolisk,6,"electric, normal",dry-skin; sand-veil; solar-power,62,55,52,109,94,109,481,False,10,210,168
696,tyrunt,6,"rock, dragon",strong-jaw; sturdy,58,89,77,45,45,48,362,False,8,260,72
697,tyrantrum,6,"rock, dragon",strong-jaw; rock-head,82,121,119,69,59,71,521,False,25,2700,182
698,amaura,6,"rock, ice",refrigerate; snow-warning,77,59,50,67,63,46,362,False,13,252,72
699,aurorus,6,"rock, ice",refrigerate; snow-warning,123,77,72,99,92,58,521,False,27,2250,104
700,sylveon,6,fairy,cute-charm; pixilate,95,65,65,110,130,60,525,False,10,235,184
701,hawlucha,6,"fighting, flying",limber; unburden; mold-breaker,78,92,75,74,63,118,500,False,8,215,175
702,dedenne,6,"electric, fairy",cheek-pouch; pickup; plus,67,58,57,81,67,101,431,False,2,22,151
703,carbink,6,"rock, fairy",clear-body; sturdy,50,50,150,50,150,50,500,False,3,57,100
704,goomy,6,dragon,sap-sipper; hydration; gooey,45,50,35,55,75,40,300,False,3,28,60
705,sliggoo,6,dragon,sap-sipper; hydration; gooey,68,75,53,83,113,60,452,False,8,175,158
706,goodra,6,dragon,sap-sipper; hydration; gooey,90,100,70,110,150,80,600,False,20,1505,270
707,klefki,6,"steel, fairy",prankster; magician,57,80,91,80,87,75,470,False,2,30,165
708,phantump,6,"ghost, grass",natural-cure; frisk; harvest,43,70,48,50,60,38,309,False,4,70,62
709,trevenant,6,"ghost, grass",natural-cure; frisk; harvest,85,110,76,65,82,56,474,False,15,710,166
710,pumpkaboo-average,6,"ghost, grass",pickup; frisk; insomnia,49,66,70,44,55,51,335,False,4,50,67
711,gourgeist-average,6,"ghost, grass",pickup; frisk; insomnia,65,90,122,58,75,84,494,False,9,125,173
712,bergmite,6,ice,own-tempo; ice-body; sturdy,55,69,85,32,35,28,304,False,10,995,61
713,avalugg,6,ice,own-tempo; ice-body; sturdy,95,117,184,44,46,28,514,False,20,5050,180
714,noibat,6,"flying, dragon",frisk; infiltrator; telepathy,40,30,35,45,40,55,245,False,5,80,49
715,noivern,6,"flying, dragon",frisk; infiltrator; telepathy,85,70,80,97,80,123,535,False,15,850,187
716,xerneas,6,fairy,fairy-aura,126,131,95,131,98,99,680,True,30,2150,306
717,yveltal,6,"dark, flying",dark-aura,126,131,95,131,98,99,680,True,58,2030,306
718,zygarde-50,6,"dragon, ground",aura-break,108,100,121,81,95,95,600,True,50,3050,270
719,diancie,6,"rock, fairy",clear-body,50,100,150,100,150,50,600,False,7,88,270
720,hoopa,6,"psychic, ghost",magician,80,110,60,150,130,70,600,False,5,90,270
721,volcanion,6,"fire, water",water-absorb,80,110,120,130,90,70,600,False,17,1950,270
722,rowlet,7,"grass, flying",overgrow; long-reach,68,55,55,50,50,42,320,False,3,15,64
723,dartrix,7,"grass, flying",overgrow; long-reach,78,75,75,70,70,52,420,False,7,160,147
724,decidueye,7,"grass, ghost",overgrow; long-reach,78,107,75,100,100,70,530,False,16,366,239
725,litten,7,fire,blaze; intimidate,45,65,40,60,40,70,320,False,4,43,64
726,torracat,7,fire,blaze; intimidate,65,85,50,80,50,90,420,False,7,250,147
727,incineroar,7,"fire, dark",blaze; intimidate,95,115,90,80,90,60,530,False,18,830,239
728,popplio,7,water,torrent; liquid-voice,50,54,54,66,56,40,320,False,4,75,64
729,brionne,7,water,torrent; liquid-voice,60,69,69,91,81,50,420,False,6,175,147
730,primarina,7,"water, fairy",torrent; liquid-voice,80,74,74,126,116,60,530,False,18,440,239
731,pikipek,7,"normal, flying",keen-eye; skill-link; pickup,35,75,30,30,30,65,265,False,3,12,53
732,trumbeak,7,"normal, flying",keen-eye; skill-link; pickup,55,85,50,40,50,75,355,False,6,148,124
733,toucannon,7,"normal, flying",keen-eye; skill-link; sheer-force,80,120,75,75,75,60,485,False,11,260,218
734,yungoos,7,normal,stakeout; strong-jaw; adaptability,48,70,30,30,30,45,253,False,4,60,51
735,gumshoos,7,normal,stakeout; strong-jaw; adaptability,88,110,60,55,60,45,418,False,7,142,146
736,grubbin,7,bug,swarm,47,62,45,55,45,46,300,False,4,44,60
737,charjabug,7,"bug, electric",battery,57,82,95,55,75,36,400,False,5,105,140
738,vikavolt,7,"bug, electric",levitate,77,70,90,145,75,43,500,False,15,450,225
739,crabrawler,7,fighting,hyper-cutter; iron-fist; anger-point,47,82,57,42,47,63,338,False,6,70,68
740,crabominable,7,"fighting, ice",hyper-cutter; iron-fist; anger-point,97,132,77,62,67,43,478,False,17,1800,167
741,oricorio-baile,7,"fire, flying",dancer,75,70,70,98,70,93,476,False,6,34,167
742,cutiefly,7,"bug, fairy",honey-gather; shield-dust; sweet-veil,40,45,40,55,40,84,304,False,1,2,61
743,ribombee,7,"bug, fairy",honey-gather; shield-dust; sweet-veil,60,55,60,95,70,124,464,False,2,5,162
744,rockruff,7,rock,keen-eye; vital-spirit; steadfast,45,65,40,30,40,60,280,False,5,92,56
745,lycanroc-midday,7,rock,keen-eye; sand-rush; steadfast,75,115,65,55,65,112,487,False,8,250,170
746,wishiwashi-solo,7,water,schooling,45,20,20,25,25,40,175,False,2,3,61
747,mareanie,7,"poison, water",merciless; limber; regenerator,50,53,62,43,52,45,305,False,4,80,61
748,toxapex,7,"poison, water",merciless; limber; regenerator,50,63,152,53,142,35,495,False,7,145,173
749,mudbray,7,ground,own-tempo; stamina; inner-focus,70,100,70,45,55,45,385,False,10,1100,77
750,mudsdale,7,ground,own-tempo; stamina; inner-focus,100,125,100,55,85,35,500,False,25,9200,175
751,dewpider,7,"water, bug",water-bubble; water-absorb,38,40,52,40,72,27,269,False,3,40,54
752,araquanid,7,"water, bug",water-bubble; water-absorb,68,70,92,50,132,42,454,False,18,820,159
753,fomantis,7,grass,leaf-guard; contrary,40,55,35,50,35,35,250,False,3,15,50
754,lurantis,7,grass,leaf-guard; contrary,70,105,90,80,90,45,480,False,9,185,168
755,morelull,7,"grass, fairy",illuminate; effect-spore; rain-dish,40,35,55,65,75,15,285,False,2,15,57
756,shiinotic,7,"grass, fairy",illuminate; effect-spore; rain-dish,60,45,80,90,100,30,405,False,10,115,142
757,salandit,7,"poison, fire",corrosion; oblivious,48,44,40,71,40,77,320,False,6,48,64
758,salazzle,7,"poison, fire",corrosion; oblivious,68,64,60,111,60,117,480,False,12,222,168
759,stufful,7,"normal, fighting",fluffy; klutz; cute-charm,70,75,50,45,50,50,340,False,5,68,68
760,bewear,7,"normal, fighting",fluffy; klutz; unnerve,120,125,80,55,60,60,500,False,21,1350,175
761,bounsweet,7,grass,leaf-guard; oblivious; sweet-veil,42,30,38,30,38,32,210,False,3,32,42
762,steenee,7,grass,leaf-guard; oblivious; sweet-veil,52,40,48,40,48,62,290,False,7,82,102
763,tsareena,7,grass,leaf-guard; queenly-majesty; sweet-veil,72,120,98,50,98,72,510,False,12,214,230
764,comfey,7,fairy,flower-veil; triage; natural-cure,51,52,90,82,110,100,485,False,1,3,170
765,oranguru,7,"normal, psychic",inner-focus; telepathy; symbiosis,90,60,80,90,110,60,490,False,15,760,172
766,passimian,7,fighting,receiver; defiant,100,120,90,40,60,80,490,False,20,828,172
767,wimpod,7,"bug, water",wimp-out,25,35,40,20,30,80,230,False,5,120,46
768,golisopod,7,"bug, water",emergency-exit,75,125,140,60,90,40,530,False,20,1080,186
769,sandygast,7,"ghost, ground",water-compaction; sand-veil,55,55,80,70,45,15,320,False,5,700,64
770,palossand,7,"ghost, ground",water-compaction; sand-veil,85,75,110,100,75,35,480,False,13,2500,168
771,pyukumuku,7,water,innards-out; unaware,55,60,130,30,130,5,410,False,3,12,144
772,type-null,7,normal,battle-armor,95,95,95,95,95,59,534,False,19,1205,107
773,silvally,7,normal,rks-system,95,95,95,95,95,95,570,False,23,1005,257
774,minior-red-meteor,7,"rock, flying",shields-down,60,60,100,60,100,60,440,False,3,400,154
775,komala,7,normal,comatose,65,115,65,75,95,65,480,False,4,199,168
776,turtonator,7,"fire, dragon",shell-armor,60,78,135,91,85,36,485,False,20,2120,170
777,togedemaru,7,"electric, steel",iron-barbs; lightning-rod; sturdy,65,98,63,40,73,96,435,False,3,33,152
778,mimikyu-disguised,7,"ghost, fairy",disguise,55,90,80,50,105,96,476,False,2,7,167
779,bruxish,7,"water, psychic",dazzling; strong-jaw; wonder-skin,68,105,70,70,70,92,475,False,9,190,166
780,drampa,7,"normal, dragon",berserk; sap-sipper; cloud-nine,78,60,85,135,91,36,485,False,30,1850,170
781,dhelmise,7,"ghost, grass",steelworker,70,131,100,86,90,40,517,False,39,2100,181
782,jangmo-o,7,dragon,bulletproof; soundproof; overcoat,45,55,65,45,45,45,300,False,6,297,60
783,hakamo-o,7,"dragon, fighting",bulletproof; soundproof; overcoat,55,75,90,65,70,65,420,False,12,470,147
784,kommo-o,7,"dragon, fighting",bulletproof; soundproof; overcoat,75,110,125,100,105,85,600,False,16,782,270
785,tapu-koko,7,"electric, fairy",electric-surge; telepathy,70,115,85,95,75,130,570,True,18,205,257
786,tapu-lele,7,"psychic, fairy",psychic-surge; telepathy,70,85,75,130,115,95,570,True,12,186,257
787,tapu-bulu,7,"grass, fairy",grassy-surge; telepathy,70,130,115,85,95,75,570,True,19,455,257
788,tapu-fini,7,"water, fairy",misty-surge; telepathy,70,75,115,95,130,85,570,True,13,212,257
789,cosmog,7,psychic,unaware,43,29,31,29,31,37,200,True,2,1,40
790,cosmoem,7,psychic,sturdy,43,29,131,29,131,37,400,True,1,9999,140
791,solgaleo,7,"psychic, steel",full-metal-body,137,137,107,113,89,97,680,True,34,2300,306
792,lunala,7,"psychic, ghost",shadow-shield,137,113,89,137,107,97,680,True,40,1200,306
793,nihilego,7,"rock, poison",beast-boost,109,53,47,127,131,103,570,True,12,555,257
794,buzzwole,7,"bug, fighting",beast-boost,107,139,139,53,53,79,570,False,24,3336,257
795,pheromosa,7,"bug, fighting",beast-boost,71,137,37,137,37,151,570,False,18,250,257
796,xurkitree,7,electric,beast-boost,83,89,71,173,71,83,570,False,38,1000,257
797,celesteela,7,"steel, flying",beast-boost,97,101,103,107,101,61,570,False,92,9999,257
798,kartana,7,"grass, steel",beast-boost,59,181,131,59,31,109,570,False,3,1,257
799,guzzlord,7,"dark, dragon",beast-boost,223,101,53,97,53,43,570,False,55,8880,257
800,necrozma,7,psychic,prism-armor,97,107,101,127,89,79,600,False,24,2300,270
801,magearna,7,"steel, fairy",soul-heart,80,95,115,130,115,65,600,False,10,805,270
802,marshadow,7,"fighting, ghost",technician,90,125,80,90,90,125,600,False,7,222,270
803,poipole,7,poison,beast-boost,67,73,67,73,67,73,420,False,6,18,189
804,naganadel,7,"poison, dragon",beast-boost,73,73,73,127,73,121,540,False,36,1500,243
805,stakataka,7,"rock, steel",beast-boost,61,131,211,53,101,13,570,False,55,8200,257
806,blacephalon,7,"fire, ghost",beast-boost,53,127,53,151,79,107,570,False,18,130,257
807,zeraora,7,electric,volt-absorb,88,112,75,102,80,143,600,False,15,445,270
808,meltan,7,steel,magnet-pull,46,65,65,55,35,34,300,False,2,80,135
809,melmetal,7,steel,iron-fist,135,143,143,80,65,34,600,False,25,8000,270
810,grookey,8,grass,overgrow; grassy-surge,50,65,50,40,40,65,310,False,3,50,62
811,thwackey,8,grass,overgrow; grassy-surge,70,85,70,55,60,80,420,False,7,140,147
812,rillaboom,8,grass,overgrow; grassy-surge,100,125,90,60,70,85,530,False,21,900,265
813,scorbunny,8,fire,blaze; libero,50,71,40,40,40,69,310,False,3,45,62
814,raboot,8,fire,blaze; libero,65,86,60,55,60,94,420,False,6,90,147
815,cinderace,8,fire,blaze; libero,80,116,75,65,75,119,530,False,14,330,265
816,sobble,8,water,torrent; sniper,50,40,40,70,40,70,310,False,3,40,62
817,drizzile,8,water,torrent; sniper,65,60,55,95,55,90,420,False,7,115,147
818,inteleon,8,water,torrent; sniper,70,85,65,125,65,120,530,False,19,452,265
819,skwovet,8,normal,cheek-pouch; gluttony,70,55,55,35,35,25,275,False,3,25,55
820,greedent,8,normal,cheek-pouch; gluttony,120,95,95,55,75,20,460,False,6,60,161
821,rookidee,8,flying,keen-eye; unnerve; big-pecks,38,47,35,33,35,57,245,False,2,18,49
822,corvisquire,8,flying,keen-eye; unnerve; big-pecks,68,67,55,43,55,77,365,False,8,160,128
823,corviknight,8,"flying, steel",pressure; unnerve; mirror-armor,98,87,105,53,85,67,495,False,22,750,248
824,blipbug,8,bug,swarm; compound-eyes; telepathy,25,20,20,25,45,45,180,False,4,80,36
825,dottler,8,"bug, psychic",swarm; compound-eyes; telepathy,50,35,80,50,90,30,335,False,4,195,117
826,orbeetle,8,"bug, psychic",swarm; frisk; telepathy,60,45,110,80,120,90,505,False,4,408,253
827,nickit,8,dark,run-away; unburden; stakeout,40,28,28,47,52,50,245,False,6,89,49
828,thievul,8,dark,run-away; unburden; stakeout,70,58,58,87,92,90,455,False,12,199,159
829,gossifleur,8,grass,cotton-down; regenerator; effect-spore,40,40,60,40,60,10,250,False,4,22,50
830,eldegoss,8,grass,cotton-down; regenerator; effect-spore,60,50,90,80,120,60,460,False,5,25,161
831,wooloo,8,normal,fluffy; run-away; bulletproof,42,40,55,40,45,48,270,False,6,60,122
832,dubwool,8,normal,fluffy; steadfast; bulletproof,72,80,100,60,90,88,490,False,13,430,172
833,chewtle,8,water,strong-jaw; shell-armor; swift-swim,50,64,50,38,38,44,284,False,3,85,57
834,drednaw,8,"water, rock",strong-jaw; shell-armor; swift-swim,90,115,90,48,68,74,485,False,10,1155,170
835,yamper,8,electric,ball-fetch; rattled,59,45,50,40,50,26,270,False,3,135,54
836,boltund,8,electric,strong-jaw; competitive,69,90,60,90,60,121,490,False,10,340,172
837,rolycoly,8,rock,steam-engine; heatproof; flash-fire,30,40,50,40,50,30,240,False,3,120,48
838,carkol,8,"rock, fire",steam-engine; flame-body; flash-fire,80,60,90,60,70,50,410,False,11,780,144
839,coalossal,8,"rock, fire",steam-engine; flame-body; flash-fire,110,80,120,80,90,30,510,False,28,3105,255
840,applin,8,"grass, dragon",ripen; gluttony; bulletproof,40,40,80,40,40,20,260,False,2,5,52
841,flapple,8,"grass, dragon",ripen; gluttony; hustle,70,110,80,95,60,70,485,False,3,10,170
842,appletun,8,"grass, dragon",ripen; gluttony; thick-fat,110,85,80,100,80,30,485,False,4,130,170
843,silicobra,8,ground,sand-spit; shed-skin; sand-veil,52,57,75,35,50,46,315,False,22,76,63
844,sandaconda,8,ground,sand-spit; shed-skin; sand-veil,72,107,125,65,70,71,510,False,38,655,179
845,cramorant,8,"flying, water",gulp-missile,70,85,55,85,95,85,475,False,8,180,166
846,arrokuda,8,water,swift-swim; propeller-tail,41,63,40,40,30,66,280,False,5,10,56
847,barraskewda,8,water,swift-swim; propeller-tail,61,123,60,60,50,136,490,False,13,300,172
848,toxel,8,"electric, poison",rattled; static; klutz,40,38,35,54,35,40,242,False,4,110,48
849,toxtricity-amped,8,"electric, poison",punk-rock; plus; technician,75,98,70,114,70,75,502,False,16,400,176
850,sizzlipede,8,"fire, bug",flash-fire; white-smoke; flame-body,50,65,45,50,50,45,305,False,7,10,61
851,centiskorch,8,"fire, bug",flash-fire; white-smoke; flame-body,100,115,65,90,90,65,525,False,30,1200,184
852,clobbopus,8,fighting,limber; technician,50,68,60,50,50,32,310,False,6,40,62
853,grapploct,8,fighting,limber; technician,80,118,90,70,80,42,480,False,16,390,168
854,sinistea,8,ghost,weak-armor; cursed-body,40,45,45,74,54,50,308,False,1,2,62
855,polteageist,8,ghost,weak-armor; cursed-body,60,65,65,134,114,70,508,False,2,4,178
856,hatenna,8,psychic,healer; anticipation; magic-bounce,42,30,45,56,53,39,265,False,4,34,53
857,hattrem,8,psychic,healer; anticipation; magic-bounce,57,40,65,86,73,49,370,False,6,48,130
858,hatterene,8,"psychic, fairy",healer; anticipation; magic-bounce,57,90,95,136,103,29,510,False,21,51,255
